usage_id,customer_id,subscription_id,avg_watch_hours_per_day,sessions_per_week,last_login_days_ago,content_type_preference,completion_rate_pct,peak_usage_time
U01869,C1504,S01869,1.83,4,82,Documentary,31.34,Morning
U01870,C1505,S01870,1.21,3,36,Bollywood,22.8,Morning
U01871,C1506,S01871,2.49,4,83,Kids,53.6,Night
U01872,C1507,S01872,1.54,15,3,News,86.52,Night
U01873,C1508,S01873,4.32,11,9,Sports,55.54,Morning
U01874,C1508,S01874,2.39,1,51,Bollywood,46.73,Afternoon
U01875,C1509,S01875,2.17,5,46,Kids,26.61,Night
U01876,C1510,S01876,3.5,6,1,Bollywood,81.7,Morning
U01877,C1511,S01877,4.69,7,10,Sports,93.09,Morning
U01878,C1512,S01878,1.64,4,51,Documentary,38.39,Evening
U01879,C1513,S01879,1.69,15,2,News,61.8,Morning
U01880,C1513,S01880,1.68,14,2,Regional Cinema,72.62,Night
U01881,C1514,S01881,1.39,3,45,Web Series,31.16,Evening
U01882,C1515,S01882,1.17,2,86,Sports,32.71,Morning
U01883,C1515,S01883,3.24,,5,Sports,87.84,Afternoon
U01884,C1516,S01884,1.5,5,31,News,18.64,Afternoon
U01885,C1517,S01885,1.56,2,52,Regional Cinema,21.71,Morning
U01886,C1518,S01886,3.22,4,8,Regional Cinema,66.26,Morning
U01887,C1519,S01887,2.08,2,21,Web Series,18.16,Evening
U01888,C1520,S01888,2.12,2,62,Bollywood,54.06,Morning
U01889,C1520,S01889,1.82,1,77,News,40.38,Afternoon
U01890,C1521,S01890,-2.3,1,61,Bollywood,47.86,Evening
U01891,C1522,S01891,1.69,3,28,Sports,31.15,Night
U01892,C1523,S01892,3.32,10,8,Documentary,66.6,Afternoon
U01893,C1524,S01893,1.12,1,52,Bollywood,,Evening
U01894,C1525,S01894,5.25,14,8,Sports,76.65,Morning
U01895,C1526,S01895,0.59,5,45,Regional Cinema,31.64,Night
U01896,C1527,S01896,2.57,14,4,Regional Cinema,81.06,Evening
U01897,C1528,S01897,0.75,3,83,Bollywood,18.22,Night
U01898,C1529,S01898,2.25,5,0,Bollywood,66.01,Evening
U01899,C1530,S01899,2.12,1,36,Bollywood,21.58,Morning
U01900,C1531,S01900,1.98,,11,Bollywood,59.83,Night
U01901,C1532,S01901,2.88,10,11,Web Series,76.46,Evening
U01902,C1533,S01902,2.2,5,75,Sports,19.85,Night
U01903,C1534,S01903,2.23,5,11,Regional Cinema,56.31,Night
U01904,C1535,S01904,3.16,7,12,Sports,71.79,Afternoon
U01905,C1536,S01905,2.23,11,10,Web Series,72.17,Evening
U01906,C1537,S01906,5.47,15,2,Regional Cinema,85.92,Afternoon
U01907,C1537,S01907,1.76,3,79,Kids,53.23,Morning
U01908,C1538,S01908,2.47,4,8,Bollywood,,Afternoon
U01909,C1539,S01909,0.48,2,70,Kids,49.79,Night
U01910,C1540,S01910,3.53,12,3,Bollywood,85.14,Afternoon
U01911,C1541,S01911,1.27,1,88,Web Series,53.58,Night
U01912,C1541,S01912,4.5,10,11,Kids,81.68,Afternoon
U01913,C1542,S01913,2.9,10,6,Documentary,56.93,Night
U01914,C1543,S01914,1.49,2,66,Documentary,35.29,Evening
U01915,C1544,S01915,4.91,5,13,Regional Cinema,92.31,Afternoon
U01916,C1544,S01916,4.26,9,8,Web Series,79.24,Morning
U01917,C1545,S01917,2.23,3,72,News,21.04,Night
U01918,C1545,S01918,0.98,5,71,Web Series,30.07,Afternoon
U01919,C1546,S01919,4.88,8,7,News,94.29,Afternoon
U01920,C1547,S01920,1.31,5,69,Regional Cinema,22.73,Evening
U01921,C1547,S01921,5.3,6,4,Kids,92.47,Evening
U01922,C1548,S01922,1.22,3,68,Regional Cinema,36.85,Morning
U01923,C1548,S01923,0.44,5,27,Web Series,24.98,Morning
U01924,C1549,S01924,1.41,4,19,Web Series,34.68,Evening
U01925,C1550,S01925,4.86,4,12,Documentary,84.1,Evening
U01926,C1550,S01926,3.64,11,9,Kids,57.92,Evening
U01927,C1551,S01927,2.15,4,34,Documentary,48.75,Morning
U01928,C1552,S01928,5.22,5,10,Kids,91.9,Afternoon
U01929,C1553,S01929,5.36,,1,Web Series,73.49,Afternoon
U01930,C1554,S01930,2.29,13,2,Sports,72.15,Night
U01931,C1555,S01931,0.32,1,30,Documentary,43.47,Afternoon
U01932,C1555,S01932,-2.49,4,19,Regional Cinema,48.82,Afternoon
U01933,C1556,S01933,1.09,1,15,Kids,23.3,Night
U01934,C1557,S01934,0.67,3,28,Bollywood,17.41,Evening
U01935,C1558,S01935,2.79,14,3,Sports,60.43,Morning
U01936,C1559,S01936,1.98,1,50,Regional Cinema,46.6,Afternoon
U01937,C1560,S01937,2.33,,0,Kids,63.73,Morning
U01938,C1561,S01938,5.08,14,7,Web Series,89.27,Evening
U01939,C1562,S01939,1.0,1,89,Documentary,37.0,Afternoon
U01940,C1563,S01940,1.33,1,49,News,15.32,Evening
U01941,C1564,S01941,2.43,1,64,Kids,45.33,Afternoon
U01942,C1565,S01942,5.02,11,11,Kids,69.04,Afternoon
U01943,C1565,S01943,1.27,4,29,News,22.5,Evening
U01944,C1566,S01944,1.64,1,42,Regional Cinema,52.87,Night
U01945,C1567,S01945,1.99,5,79,Kids,50.98,Night
U01946,C1568,S01946,1.77,1,47,Sports,25.61,Afternoon
U01947,C1568,S01947,3.49,4,2,Bollywood,74.31,Evening
U01948,C1569,S01948,0.65,5,73,Web Series,32.01,Night
U01949,C1570,S01949,1.82,6,7,Sports,68.98,Morning
U01950,C1571,S01950,2.05,5,39,Sports,30.5,Night
U01951,C1572,S01951,1.09,1,37,Sports,36.15,Afternoon
U01952,C1572,S01952,0.5,1,33,Regional Cinema,49.05,Evening
U01953,C1573,S01953,-2.27,11,11,Bollywood,65.31,Afternoon
U01954,C1573,S01954,0.6,3,65,Kids,18.83,Night
U01955,C1574,S01955,1.35,4,16,Kids,23.22,Evening
U01956,C1575,S01956,0.94,2,36,Documentary,35.65,Morning
U01957,C1576,S01957,5.31,6,9,Sports,86.18,Morning
U01958,C1577,S01958,4.78,13,13,Bollywood,80.49,Morning
U01959,C1578,S01959,2.45,2,59,Kids,40.54,Afternoon
U01960,C1579,S01960,2.27,9,9,Sports,57.96,Morning
U01961,C1580,S01961,5.36,8,2,Web Series,74.54,Night
U01962,C1581,S01962,2.59,10,9,Kids,83.52,Afternoon
U01963,C1582,S01963,1.15,1,18,Web Series,27.6,Evening
U01964,C1583,S01964,2.24,4,45,Regional Cinema,27.42,Evening
U01965,C1584,S01965,0.66,2,88,Regional Cinema,46.66,Morning
U01966,C1585,S01966,-2.01,5,13,Kids,89.5,Evening
U01967,C1586,S01967,1.52,6,3,Regional Cinema,76.98,Night
U01968,C1587,S01968,2.81,12,2,Kids,,Evening
U01969,C1587,S01969,5.34,6,12,Regional Cinema,82.06,Morning
U01970,C1588,S01970,5.21,6,1,Regional Cinema,93.65,Morning
U01971,C1589,S01971,2.8,13,5,Web Series,80.98,Evening
U01972,C1589,S01972,2.9,14,0,News,91.59,Afternoon
U01973,C1590,S01973,-2.17,5,6,Bollywood,74.4,Night
U01974,C1590,S01974,2.36,4,50,Kids,37.21,Evening
U01975,C1591,S01975,1.63,2,84,Web Series,35.71,Morning
U01976,C1591,S01976,4.47,15,0,Bollywood,91.34,Evening
U01977,C1592,S01977,2.85,14,13,Bollywood,75.82,Night
U01978,C1592,S01978,1.31,1,61,News,15.81,Afternoon
U01979,C1593,S01979,5.13,6,11,Documentary,68.39,Morning
U01980,C1594,S01980,1.78,3,16,Kids,53.01,Night
U01981,C1595,S01981,2.36,6,0,Documentary,65.69,Night
U01982,C1596,S01982,0.82,3,65,Web Series,35.48,Morning
U01983,C1597,S01983,4.36,5,8,Kids,82.07,Morning
U01984,C1598,S01984,3.19,6,10,News,66.97,Evening
U01985,C1599,S01985,-0.62,6,8,Sports,60.09,Night
U01986,C1599,S01986,4.27,6,11,Regional Cinema,85.81,Afternoon
U01987,C1600,S01987,0.57,5,62,Web Series,18.85,Night
U01988,C1601,S01988,4.37,4,2,News,65.02,Afternoon
U01989,C1602,S01989,1.93,15,2,Regional Cinema,90.62,Morning
U01990,C1603,S01990,2.2,1,23,Documentary,,Evening
U01991,C1603,S01991,3.7,4,8,Web Series,70.44,Afternoon
U01992,C1604,S01992,4.32,14,4,News,82.08,Morning
U01993,C1605,S01993,0.8,5,49,Regional Cinema,16.54,Afternoon
U01994,C1606,S01994,2.79,8,2,Kids,63.39,Morning
U01995,C1607,S01995,2.92,6,0,Bollywood,82.25,Night
U01996,C1608,S01996,5.4,11,5,Bollywood,94.24,Morning
U01997,C1609,S01997,5.37,12,5,Sports,61.31,Evening
U01998,C1609,S01998,1.62,1,33,Kids,44.34,Afternoon
U01999,C1610,S01999,2.11,4,17,News,52.57,Evening
U02000,C1611,S02000,2.09,9,9,Sports,72.89,Night
U02001,C1612,S02001,2.74,5,11,News,66.15,Morning
U02002,C1613,S02002,2.11,3,32,Bollywood,31.66,Afternoon
U02003,C1613,S02003,4.66,13,1,Sports,56.76,Evening
U02004,C1614,S02004,4.28,10,1,Bollywood,67.79,Evening
U02005,C1615,S02005,4.89,15,9,Web Series,82.44,Afternoon
U02006,C1616,S02006,0.47,5,61,Sports,40.36,Night
U02007,C1616,S02007,2.06,3,80,Bollywood,41.42,Afternoon
U02008,C1617,S02008,1.15,3,86,Sports,15.86,Afternoon
U02009,C1618,S02009,3.57,11,8,Sports,69.22,Night
U02010,C1618,S02010,2.42,5,32,Sports,46.49,Evening
U02011,C1619,S02011,1.88,5,33,Web Series,24.57,Night
U02012,C1619,S02012,0.77,1,75,Bollywood,29.3,Night
U02013,C1620,S02013,4.71,12,11,Documentary,56.78,Morning
U02014,C1620,S02014,0.56,5,80,Kids,41.68,Afternoon
U02015,C1621,S02015,0.79,5,81,Kids,46.5,Afternoon
U02016,C1622,S02016,1.81,1,49,Regional Cinema,25.47,Evening
U02017,C1623,S02017,2.72,8,4,Documentary,77.33,Afternoon
U02018,C1624,S02018,3.79,6,6,Kids,84.33,Evening
U02019,C1625,S02019,4.98,12,1,Web Series,88.07,Evening
U02020,C1626,S02020,2.2,7,4,News,83.83,Afternoon
U02021,C1627,S02021,3.16,11,0,Kids,88.89,Afternoon
U02022,C1628,S02022,1.13,3,19,Web Series,29.68,Evening
U02023,C1629,S02023,4.58,14,3,News,58.16,Afternoon
U02024,C1629,S02024,4.58,11,12,Bollywood,83.71,Afternoon
U02025,C1630,S02025,3.31,9,2,Web Series,87.79,Night
U02026,C1630,S02026,1.6,1,86,Documentary,18.19,Afternoon
U02027,C1631,S02027,4.22,13,2,Web Series,96.59,Evening
U02028,C1632,S02028,0.64,2,31,Regional Cinema,41.43,Night
U02029,C1632,S02029,3.79,10,0,Web Series,57.14,Evening
U02030,C1633,S02030,2.13,4,44,Kids,41.92,Evening
U02031,C1634,S02031,1.75,,89,Documentary,,Evening
U02032,C1634,S02032,1.58,4,73,Regional Cinema,36.42,Morning
U02033,C1635,S02033,3.53,15,7,Sports,63.84,Night
U02034,C1636,S02034,1.99,2,33,Kids,37.93,Night
U02035,C1637,S02035,3.27,15,7,Kids,69.73,Afternoon
U02036,C1638,S02036,5.13,5,5,Sports,81.55,Afternoon
U02037,C1639,S02037,4.19,5,2,Documentary,85.51,Morning
U02038,C1640,S02038,1.36,2,63,Sports,46.1,Morning
U02039,C1641,S02039,1.74,3,47,Kids,41.65,Evening
U02040,C1641,S02040,4.14,14,10,Kids,87.55,Night
U02041,C1642,S02041,5.06,10,8,Documentary,64.54,Morning
U02042,C1643,S02042,1.16,3,69,Bollywood,28.93,Afternoon
U02043,C1644,S02043,2.03,1,30,Bollywood,46.01,Afternoon
U02044,C1645,S02044,1.65,15,0,Kids,73.76,Night
U02045,C1646,S02045,-2.26,5,7,News,91.72,Afternoon
U02046,C1647,S02046,0.87,3,64,Regional Cinema,17.16,Morning
U02047,C1648,S02047,2.58,6,1,Web Series,,Night
U02048,C1649,S02048,2.61,12,12,Sports,65.18,Evening
U02049,C1650,S02049,1.9,3,74,Kids,25.64,Afternoon
U02050,C1651,S02050,0.69,1,82,Documentary,38.08,Evening
U02051,C1652,S02051,3.41,15,8,Documentary,88.56,Evening
U02052,C1653,S02052,3.7,12,8,Web Series,62.46,Morning
U02053,C1653,S02053,2.12,3,65,Kids,41.45,Morning
U02054,C1654,S02054,3.78,12,0,Bollywood,,Afternoon
U02055,C1655,S02055,2.55,8,0,Web Series,80.83,Evening
U02056,C1656,S02056,4.1,4,2,Regional Cinema,57.39,Morning
U02057,C1657,S02057,1.56,4,1,Kids,66.05,Night
U02058,C1657,S02058,2.15,5,0,Documentary,,Afternoon
U02059,C1658,S02059,1.35,1,70,News,24.59,Morning
U02060,C1659,S02060,5.42,15,9,News,67.39,Night
U02061,C1660,S02061,4.89,8,0,Web Series,89.44,Evening
U02062,C1661,S02062,2.42,5,10,Sports,68.33,Morning
U02063,C1662,S02063,2.29,4,1,Sports,55.35,Morning
U02064,C1662,S02064,2.25,4,41,Documentary,40.48,Night
U02065,C1663,S02065,4.63,5,6,Documentary,61.48,Night
U02066,C1664,S02066,2.12,7,9,Bollywood,93.48,Morning
U02067,C1664,S02067,2.02,15,13,Regional Cinema,86.8,Evening
U02068,C1665,S02068,2.68,10,13,Kids,77.17,Night
U02069,C1666,S02069,0.66,5,18,Bollywood,22.12,Night
U02070,C1666,S02070,2.97,6,12,Web Series,61.42,Afternoon
U02071,C1667,S02071,1.82,6,13,Bollywood,71.18,Morning
U02072,C1667,S02072,-0.26,3,76,Web Series,32.64,Afternoon
U02073,C1668,S02073,2.57,7,0,Bollywood,68.22,Night
U02074,C1669,S02074,2.27,6,5,Web Series,66.83,Morning
U02075,C1670,S02075,1.52,9,6,Documentary,60.59,Evening
U02076,C1671,S02076,2.12,13,13,Bollywood,61.02,Evening
U02077,C1672,S02077,3.4,13,7,Kids,80.69,Afternoon
U02078,C1672,S02078,1.67,2,48,Kids,48.17,Morning
U02079,C1673,S02079,0.87,4,43,Regional Cinema,39.45,Night
U02080,C1674,S02080,2.3,5,67,Web Series,33.96,Evening
U02081,C1674,S02081,3.91,10,0,Documentary,58.39,Evening
U02082,C1675,S02082,1.26,2,30,Documentary,43.05,Morning
U02083,C1675,S02083,3.66,4,5,Bollywood,56.24,Evening
U02084,C1676,S02084,3.12,5,10,News,76.4,Evening
U02085,C1677,S02085,3.49,12,1,Kids,81.87,Morning
U02086,C1678,S02086,3.34,10,10,Sports,78.82,Afternoon
U02087,C1679,S02087,2.09,14,7,Documentary,59.25,Morning
U02088,C1680,S02088,3.66,14,13,Web Series,90.29,Evening
U02089,C1681,S02089,1.22,1,69,Kids,41.7,Morning
U02090,C1681,S02090,2.39,11,9,Sports,89.3,Morning
U02091,C1682,S02091,1.31,3,58,Bollywood,51.53,Afternoon
U02092,C1683,S02092,2.8,14,4,Web Series,83.8,Afternoon
U02093,C1684,S02093,2.99,12,4,Documentary,78.66,Evening
U02094,C1684,S02094,2.81,14,9,Kids,90.72,Afternoon
U02095,C1685,S02095,2.09,5,75,Sports,47.53,Afternoon
U02096,C1686,S02096,2.8,13,13,Regional Cinema,77.75,Evening
U02097,C1687,S02097,1.73,7,2,News,93.3,Morning
U02098,C1688,S02098,1.91,4,28,Web Series,17.19,Afternoon
U02099,C1688,S02099,1.65,5,32,Bollywood,15.42,Evening
U02100,C1689,S02100,2.39,5,66,Sports,27.89,Night
U02101,C1690,S02101,3.42,9,0,Web Series,74.17,Morning
U02102,C1691,S02102,1.49,2,35,Sports,22.92,Evening
U02103,C1691,S02103,1.72,3,56,Bollywood,32.19,Morning
U02104,C1692,S02104,4.35,10,1,Documentary,75.25,Evening
U02105,C1693,S02105,2.41,4,18,News,39.33,Morning
U02106,C1694,S02106,4.71,13,11,Regional Cinema,68.09,Afternoon
U02107,C1694,S02107,1.62,3,88,Kids,16.64,Morning
U02108,C1695,S02108,1.79,,12,Documentary,63.0,Evening
U02109,C1696,S02109,3.19,4,6,Kids,64.42,Morning
U02110,C1697,S02110,4.1,5,9,Regional Cinema,56.71,Evening
U02111,C1698,S02111,2.34,1,39,Sports,54.57,Night
U02112,C1699,S02112,3.38,6,13,Documentary,55.01,Afternoon
U02113,C1700,S02113,1.69,3,84,Kids,23.71,Morning
U02114,C1701,S02114,3.3,7,10,Documentary,76.54,Afternoon
U02115,C1701,S02115,3.52,11,8,Sports,65.18,Afternoon
U02116,C1702,S02116,3.3,7,0,Sports,71.72,Afternoon
U02117,C1703,S02117,3.57,4,13,Regional Cinema,92.32,Afternoon
U02118,C1703,S02118,3.44,15,5,News,62.56,Evening
U02119,C1704,S02119,1.72,11,4,News,,Morning
U02120,C1705,S02120,3.77,14,7,Bollywood,57.49,Morning
U02121,C1705,S02121,4.55,9,11,Web Series,77.12,Evening
U02122,C1706,S02122,2.61,11,11,Documentary,75.45,Morning
U02123,C1707,S02123,1.6,,42,News,,Night
U02124,C1707,S02124,3.43,5,13,Bollywood,80.93,Morning
U02125,C1708,S02125,4.64,10,8,Documentary,79.15,Evening
U02126,C1709,S02126,0.78,2,76,Sports,16.0,Morning
U02127,C1710,S02127,4.39,15,3,Bollywood,96.99,Evening
U02128,C1711,S02128,1.66,1,88,Bollywood,47.78,Morning
U02129,C1712,S02129,4.04,9,9,Web Series,92.04,Night
U02130,C1712,S02130,2.99,12,9,Bollywood,74.2,Morning
U02131,C1713,S02131,3.43,12,2,Regional Cinema,76.83,Afternoon
U02132,C1714,S02132,1.91,3,67,News,28.75,Afternoon
U02133,C1715,S02133,0.5,3,84,Kids,32.85,Afternoon
U02134,C1716,S02134,5.26,10,13,Sports,77.08,Evening
U02135,C1717,S02135,2.01,1,37,Kids,46.24,Night
U02136,C1718,S02136,2.4,5,80,News,15.23,Morning
U02137,C1719,S02137,3.34,4,13,Documentary,56.91,Morning
U02138,C1719,S02138,0.47,3,28,Regional Cinema,54.93,Evening
U02139,C1720,S02139,4.58,10,9,News,85.4,Morning
U02140,C1721,S02140,1.8,5,4,News,95.15,Afternoon
U02141,C1722,S02141,3.78,6,6,Bollywood,68.85,Afternoon
U02142,C1723,S02142,1.55,8,0,Sports,66.91,Night
U02143,C1724,S02143,1.89,4,10,Sports,68.51,Night
U02144,C1725,S02144,1.35,4,19,Documentary,28.02,Afternoon
U02145,C1726,S02145,0.31,3,86,News,23.68,Morning
U02146,C1727,S02146,1.24,3,78,Kids,,Evening
U02147,C1728,S02147,2.56,15,8,Regional Cinema,89.02,Morning
U02148,C1729,S02148,1.03,2,67,Bollywood,16.63,Night
U02149,C1730,S02149,0.61,1,39,News,25.45,Evening
U02150,C1731,S02150,2.51,11,11,Web Series,58.27,Morning
U02151,C1731,S02151,2.97,7,5,Regional Cinema,77.86,Evening
U02152,C1732,S02152,1.19,3,73,News,16.81,Afternoon
U02153,C1732,S02153,3.85,7,1,Documentary,86.67,Morning
U02154,C1733,S02154,0.34,2,87,Kids,17.22,Afternoon
U02155,C1734,S02155,2.18,14,5,Web Series,92.31,Evening
U02156,C1735,S02156,0.86,5,52,Sports,50.25,Morning
U02157,C1736,S02157,5.07,8,2,Web Series,68.93,Night
U02158,C1737,S02158,0.42,4,59,Documentary,18.7,Evening
U02159,C1738,S02159,2.21,8,5,Documentary,56.68,Evening
U02160,C1739,S02160,0.67,2,84,Web Series,52.01,Night
U02161,C1740,S02161,1.9,6,7,Documentary,93.82,Night
U02162,C1741,S02162,1.6,12,9,News,55.45,Evening
U02163,C1742,S02163,4.81,6,13,Regional Cinema,57.27,Night
U02164,C1743,S02164,1.49,5,34,Regional Cinema,22.46,Afternoon
U02165,C1744,S02165,4.87,13,7,News,56.85,Morning
U02166,C1745,S02166,2.35,9,2,Sports,,Night
U02167,C1746,S02167,1.08,3,55,Kids,54.23,Evening
U02168,C1747,S02168,4.07,11,0,Kids,67.42,Evening
U02169,C1747,S02169,1.51,6,10,Documentary,95.89,Evening
U02170,C1748,S02170,-1.44,5,37,Kids,39.99,Morning
U02171,C1749,S02171,4.99,12,0,Sports,76.78,Afternoon
U02172,C1750,S02172,4.35,5,3,Sports,84.66,Evening
U02173,C1751,S02173,0.66,3,65,Sports,42.45,Afternoon
U02174,C1752,S02174,2.83,6,6,News,78.69,Night
U02175,C1753,S02175,2.21,3,79,Sports,26.1,Evening
U02176,C1754,S02176,4.67,7,11,Documentary,91.56,Afternoon
U02177,C1755,S02177,0.7,3,66,Bollywood,39.62,Morning
U02178,C1755,S02178,1.39,4,47,Bollywood,29.97,Afternoon
U02179,C1756,S02179,2.05,4,6,Documentary,96.51,Night
U02180,C1757,S02180,0.61,1,47,Sports,31.4,Night
U02181,C1758,S02181,0.81,5,68,Regional Cinema,54.81,Night
U02182,C1759,S02182,5.26,4,13,News,72.47,Afternoon
U02183,C1760,S02183,3.69,12,8,Regional Cinema,59.14,Morning
U02184,C1761,S02184,1.91,4,62,Documentary,50.15,Night
U02185,C1762,S02185,1.37,4,90,Kids,37.77,Evening
U02186,C1763,S02186,2.47,4,52,Documentary,36.51,Night
U02187,C1764,S02187,0.82,5,63,Sports,20.17,Evening
U02188,C1765,S02188,1.66,5,67,Documentary,21.08,Afternoon
U02189,C1765,S02189,1.93,5,24,Documentary,30.19,Night
U02190,C1766,S02190,3.16,5,8,Sports,60.46,Evening
U02191,C1767,S02191,4.59,6,10,Sports,82.26,Night
U02192,C1768,S02192,1.67,2,84,Web Series,29.71,Morning
U02193,C1769,S02193,1.0,5,85,Bollywood,41.26,Morning
U02194,C1769,S02194,2.39,1,24,Web Series,32.33,Evening
U02195,C1770,S02195,0.56,1,37,Documentary,26.52,Night
U02196,C1770,S02196,0.52,5,82,Kids,20.57,Night
U02197,C1771,S02197,1.85,4,23,Bollywood,51.02,Night
U02198,C1772,S02198,1.18,4,64,Regional Cinema,52.46,Evening
U02199,C1773,S02199,2.88,12,4,Bollywood,71.66,Morning
U02200,C1774,S02200,2.29,5,4,Documentary,61.13,Afternoon
U02201,C1775,S02201,1.83,3,16,Regional Cinema,,Evening
U02202,C1776,S02202,5.08,5,13,Documentary,64.96,Evening
U02203,C1776,S02203,3.38,12,3,Sports,,Afternoon
U02204,C1777,S02204,3.55,6,9,Web Series,90.06,Night
U02205,C1777,S02205,2.13,2,26,Web Series,18.27,Evening
U02206,C1778,S02206,0.64,5,60,News,15.78,Evening
U02207,C1779,S02207,2.2,5,76,Documentary,24.33,Morning
U02208,C1780,S02208,2.74,15,3,Web Series,85.07,Morning
U02209,C1781,S02209,2.45,3,21,Regional Cinema,29.89,Night
U02210,C1782,S02210,2.43,4,12,Regional Cinema,80.68,Night
U02211,C1783,S02211,3.69,4,12,Documentary,74.13,Afternoon
U02212,C1784,S02212,2.21,5,8,Sports,84.61,Evening
U02213,C1785,S02213,1.82,4,20,News,36.98,Night
U02214,C1786,S02214,1.19,2,47,Sports,31.89,Afternoon
U02215,C1787,S02215,1.88,3,58,Web Series,41.03,Afternoon
U02216,C1788,S02216,1.61,,12,Kids,76.88,Night
U02217,C1789,S02217,1.32,5,22,Documentary,39.52,Afternoon
U02218,C1790,S02218,3.31,5,10,Web Series,61.14,Night
U02219,C1791,S02219,4.97,5,4,Sports,64.67,Evening
U02220,C1792,S02220,4.85,7,8,Documentary,91.85,Evening
U02221,C1793,S02221,0.93,2,44,Documentary,25.03,Night
U02222,C1794,S02222,1.79,4,62,Sports,,Afternoon
U02223,C1795,S02223,1.68,8,4,Web Series,55.19,Evening
U02224,C1796,S02224,5.11,5,4,Regional Cinema,59.45,Afternoon
U02225,C1796,S02225,2.04,7,1,Web Series,81.35,Afternoon
U02226,C1797,S02226,4.81,6,1,Regional Cinema,59.02,Evening
U02227,C1798,S02227,2.73,5,4,Regional Cinema,79.07,Afternoon
U02228,C1799,S02228,4.1,15,3,Documentary,80.83,Morning
U02229,C1800,S02229,3.07,,13,Web Series,79.73,Evening
U02230,C1800,S02230,1.96,4,7,Bollywood,69.99,Night
U02231,C1801,S02231,4.61,6,6,Documentary,59.77,Afternoon
U02232,C1802,S02232,1.85,2,25,Sports,32.04,Afternoon
U02233,C1802,S02233,0.62,1,61,Web Series,27.12,Morning
U02234,C1803,S02234,3.07,4,3,Sports,69.99,Night
U02235,C1804,S02235,0.97,4,32,News,29.84,Evening
U02236,C1805,S02236,5.42,7,10,Regional Cinema,95.6,Evening
U02237,C1806,S02237,0.97,,84,Bollywood,35.25,Afternoon
U02238,C1807,S02238,1.78,11,1,News,65.61,Afternoon
U02239,C1808,S02239,4.38,12,6,Bollywood,82.63,Morning
U02240,C1808,S02240,2.32,5,21,Kids,51.3,Evening
U02241,C1809,S02241,3.48,7,9,News,67.87,Morning
U02242,C1809,S02242,2.16,5,89,Sports,35.06,Afternoon
U02243,C1810,S02243,0.75,3,32,Sports,45.12,Night
U02244,C1810,S02244,3.96,8,7,Sports,69.02,Night
U02245,C1811,S02245,4.1,9,7,Bollywood,63.0,Morning
U02246,C1812,S02246,2.23,4,76,Regional Cinema,19.2,Night
U02247,C1812,S02247,1.89,2,32,Bollywood,46.0,Morning
U02248,C1813,S02248,1.03,4,84,Web Series,22.74,Evening
U02249,C1814,S02249,2.94,4,1,Regional Cinema,70.26,Evening
U02250,C1815,S02250,2.33,14,9,Kids,63.05,Night
U02251,C1816,S02251,4.17,15,9,Sports,72.03,Afternoon
U02252,C1817,S02252,1.93,5,5,Documentary,87.31,Morning
U02253,C1818,S02253,0.33,5,70,Web Series,35.06,Morning
U02254,C1818,S02254,3.82,15,4,Bollywood,64.03,Afternoon
U02255,C1819,S02255,0.46,4,28,Regional Cinema,26.93,Afternoon
U02256,C1820,S02256,1.31,5,55,Bollywood,38.42,Afternoon
U02257,C1821,S02257,1.98,1,57,Bollywood,41.65,Evening
U02258,C1822,S02258,0.52,1,71,Web Series,54.22,Night
U02259,C1823,S02259,1.35,1,88,Sports,31.69,Morning
U02260,C1823,S02260,2.84,14,4,Bollywood,86.63,Evening
U02261,C1824,S02261,2.04,15,3,News,81.97,Afternoon
U02262,C1825,S02262,2.23,10,4,Bollywood,55.17,Night
U02263,C1826,S02263,3.11,,6,Bollywood,84.87,Morning
U02264,C1827,S02264,3.88,8,5,News,92.16,Night
U02265,C1828,S02265,3.12,5,4,Sports,96.35,Evening
U02266,C1829,S02266,2.82,8,12,Kids,78.85,Night
U02267,C1830,S02267,2.38,11,10,Web Series,58.39,Night
U02268,C1831,S02268,2.48,7,0,Documentary,,Night
U02269,C1832,S02269,1.95,3,19,Web Series,18.72,Evening
U02270,C1833,S02270,3.74,13,12,Documentary,93.17,Evening
U02271,C1834,S02271,2.06,2,82,Bollywood,33.11,Morning
U02272,C1835,S02272,2.27,5,32,Bollywood,35.64,Morning
U02273,C1836,S02273,5.09,10,13,Regional Cinema,83.04,Morning
U02274,C1837,S02274,2.05,6,7,Documentary,90.09,Afternoon
U02275,C1837,S02275,0.39,4,75,Web Series,16.67,Evening
U02276,C1838,S02276,4.4,8,13,Bollywood,73.23,Morning
U02277,C1839,S02277,0.69,3,70,Documentary,19.78,Night
U02278,C1840,S02278,3.24,4,4,Bollywood,91.21,Evening
U02279,C1840,S02279,4.12,7,9,Sports,84.43,Night
U02280,C1841,S02280,2.59,6,4,Web Series,68.67,Morning
U02281,C1842,S02281,1.25,3,22,Sports,29.45,Evening
U02282,C1843,S02282,3.56,7,2,News,61.53,Morning
U02283,C1844,S02283,1.52,13,4,Web Series,72.24,Night
U02284,C1845,S02284,1.84,12,8,Kids,72.73,Night
U02285,C1846,S02285,2.88,12,9,Documentary,92.73,Evening
U02286,C1847,S02286,2.03,4,2,Regional Cinema,63.04,Night
U02287,C1847,S02287,2.29,5,82,Documentary,36.47,Morning
U02288,C1848,S02288,4.06,7,7,Documentary,93.97,Morning
U02289,C1849,S02289,2.19,7,3,Regional Cinema,71.34,Afternoon
