subscription_id,customer_id,plan_id,start_date,end_date,tenure_months,renewal_count,churn_flag,churn_reason
S01834,C1475,P002,2024-01-12,2024-10-08,9,0,1,Frequent buffering issues
S01835,C1475,P001,2024-10-27,2024-11-26,1,1,1,Poor regional content
S01836,C1476,P002,2023-10-23,2024-02-20,4,0,0,
S01837,C1476,P001,2024-03-03,2024-09-29,7,1,1,Switched to free platform
S01838,C1477,P002,2023-02-28,2023-07-28,5,0,0,
S01839,C1478,P004,2024-06-21,2024-10-19,4,0,0,
S01840,C1479,P004,2024-08-25,2024-09-24,1,0,1,High subscription price
S01841,C1480,P003,2023-02-08,2024-05-03,15,0,1,Found better OTT platform
S01842,C1481,P001,2023-11-07,2024-08-03,9,0,0,
S01843,C1482,P001,2024-10-03,2024-11-02,1,0,0,
S01844,C1483,P001,2024-08-03,2024-12-01,4,0,1,No new content added
S01845,C1484,P001,2023-11-13,2024-08-09,9,0,0,
S01846,C1484,P004,2024-08-24,2024-09-23,1,1,1,Switched to free platform
S01847,C1485,P003,2024-01-19,2024-12-14,11,0,0,
S01848,C1486,P004,2023-05-03,2023-10-30,6,0,0,
S01849,C1487,P002,2024-06-26,2024-08-25,2,0,1,No new content added
S01850,C1488,P004,2023-11-24,2024-09-19,10,0,0,
S01851,C1489,P004,2024-06-25,2024-12-22,6,0,0,
S01852,C1490,P002,2024-02-02,2024-09-29,8,0,0,
S01853,C1491,P001,2023-07-20,2023-10-18,3,0,0,
S01854,C1492,P003,2023-05-22,2023-08-20,3,0,1,Frequent buffering issues
S01855,C1492,P002,2023-09-15,2024-11-08,14,1,0,
S01856,C1493,P002,2024-04-19,2024-10-16,6,0,0,
S01857,C1494,P002,2023-11-08,2024-03-07,4,0,0,
S01858,C1495,P004,2024-01-01,2024-03-01,2,0,0,
S01859,C1496,P002,2023-11-10,2024-07-07,8,0,1,Technical issues with app
S01860,C1496,P001,2024-07-14,2024-09-12,2,1,0,
S01861,C1497,P004,2024-10-12,2024-12-11,2,0,0,
S01862,C1498,P003,2023-12-08,2024-08-04,8,0,1,High subscription price
S01863,C1499,P002,2024-01-28,2024-04-27,3,0,0,
S01864,C1500,P001,2023-04-03,2024-03-28,12,0,0,
S01865,C1501,P002,2023-01-16,2024-06-09,17,0,0,
S01866,C1501,P003,2024-06-24,2024-10-22,4,1,0,
S01867,C1502,P004,2023-05-09,2024-05-03,12,0,0,
S01868,C1503,P002,2023-06-09,2024-09-01,15,0,0,
S01869,C1504,P004,2023-06-03,2024-03-29,10,0,1,Frequent buffering issues
S01870,C1505,P003,2023-05-23,2023-12-19,7,0,1,Found better OTT platform
S01871,C1506,P002,2023-09-17,2024-06-13,9,0,1,High subscription price
S01872,C1507,P001,2024-05-17,2024-09-14,4,0,0,
S01873,C1508,P004,2024-09-11,2024-12-10,3,0,0,
S01874,C1508,P001,2024-12-31,2025-01-30,1,1,1,Found better OTT platform
S01875,C1509,P001,2023-08-20,2023-09-19,1,0,1,No new content added
S01876,C1510,P004,2024-11-04,2024-12-04,1,0,0,
S01877,C1511,P002,2024-07-30,2024-10-28,3,0,0,
S01878,C1512,P002,2024-07-26,2024-11-23,4,0,1,Switched to free platform
S01879,C1513,P003,2023-12-27,2024-11-21,11,0,0,
S01880,C1513,P004,2024-12-04,2025-01-03,1,1,0,
S01881,C1514,P003,2023-06-04,2024-08-27,15,0,1,Found better OTT platform
S01882,C1515,P001,2023-12-04,2024-09-29,10,0,1,Frequent buffering issues
S01883,C1515,P004,2024-10-25,2024-12-24,2,1,0,
S01884,C1516,P002,2023-09-13,2024-11-06,14,0,1,Poor customer support
S01885,C1517,P001,2023-09-16,2023-10-16,1,0,1,No new content added
S01886,C1518,P004,2023-07-13,2024-03-09,8,0,0,
S01887,C1519,P002,2024-04-13,2024-08-11,4,0,1,Poor customer support
S01888,C1520,P002,2024-05-27,2024-10-24,5,0,1,No new content added
S01889,C1520,P001,2024-11-20,2024-12-20,1,1,1,Poor customer support
S01890,C1521,P002,2023-11-23,2024-12-17,13,0,1,Poor regional content
S01891,C1522,P001,2023-07-21,2023-11-18,4,0,1,
S01892,C1523,P002,2024-04-21,2024-10-18,6,0,0,
S01893,C1524,P002,2024-09-05,2024-10-05,1,0,1,High subscription price
S01894,C1525,P002,2023-10-12,2023-11-11,1,0,0,
S01895,C1526,P001,2023-10-16,2024-04-13,6,0,1,High subscription price
S01896,C1527,P003,2023-10-28,2024-05-25,7,0,0,
S01897,C1528,P001,2024-06-06,2024-12-03,6,0,1,Frequent buffering issues
S01898,C1529,P003,2024-01-24,2024-11-19,10,0,0,
S01899,C1530,P001,2023-10-12,2024-08-07,10,0,1,Switched to free platform
S01900,C1531,P003,2023-05-29,2024-05-23,12,0,0,
S01901,C1532,P001,2024-03-20,2024-07-18,4,0,0,
S01902,C1533,P003,2024-10-23,2024-11-22,1,0,1,Poor regional content
S01903,C1534,P003,2023-11-22,2024-03-21,4,0,0,
S01904,C1535,P002,2023-11-19,2024-11-13,12,0,0,
S01905,C1536,P004,2024-02-02,2024-07-01,5,0,0,
S01906,C1537,P003,2024-10-17,2024-12-16,2,0,0,
S01907,C1537,P002,2024-12-21,2025-01-20,1,1,1,Switched to free platform
S01908,C1538,P004,2024-06-13,2024-11-10,5,0,0,
S01909,C1539,P004,2024-06-13,2024-12-10,6,0,1,Poor customer support
S01910,C1540,P002,2023-02-05,2024-01-31,12,0,0,
S01911,C1541,P002,2024-05-11,2024-07-10,2,0,1,
S01912,C1541,P004,2024-08-01,2024-08-31,1,1,0,
S01913,C1542,P004,2024-03-27,2024-08-24,5,0,0,
S01914,C1543,P001,2024-01-05,2024-12-30,12,0,1,Found better OTT platform
S01915,C1544,P002,2023-05-18,2023-10-15,5,0,0,
S01916,C1544,P001,2023-10-28,2024-11-21,13,1,0,
S01917,C1545,P002,2024-08-01,2024-08-31,1,0,1,
S01918,C1545,P002,2024-09-27,2024-10-27,1,1,1,High subscription price
S01919,C1546,P002,2024-04-16,2024-06-15,2,0,0,
S01920,C1547,P001,2024-03-11,2024-04-10,1,0,1,Poor regional content
S01921,C1547,P001,2024-04-16,2024-07-15,3,1,0,
S01922,C1548,P004,2023-05-20,2023-07-19,2,0,1,High subscription price
S01923,C1548,P002,2023-07-28,2024-06-22,11,1,1,High subscription price
S01924,C1549,P002,2023-11-07,2024-05-05,6,0,1,Frequent buffering issues
S01925,C1550,P002,2024-10-25,2024-11-24,1,0,0,
S01926,C1550,P001,2024-12-02,2025-01-01,1,1,0,
S01927,C1551,P004,2023-10-06,2024-03-04,5,0,1,Found better OTT platform
S01928,C1552,P001,2024-10-06,2024-12-05,2,0,0,
S01929,C1553,P001,2023-06-12,2023-07-12,1,0,0,
S01930,C1554,P003,2024-05-18,2024-11-14,6,0,0,
S01931,C1555,P001,2024-04-05,2024-10-02,6,0,1,No new content added
S01932,C1555,P001,2024-10-25,2024-12-24,2,1,1,Poor regional content
S01933,C1556,P002,2024-07-28,2024-10-26,3,0,1,Found better OTT platform
S01934,C1557,P003,2024-05-29,2024-11-25,6,0,1,Switched to free platform
S01935,C1558,P002,2024-06-27,2024-12-24,6,0,0,
S01936,C1559,P002,2023-05-04,2024-03-29,11,0,1,Frequent buffering issues
S01937,C1560,P003,2024-02-22,2024-07-21,5,0,0,
S01938,C1561,P001,2024-06-27,2024-09-25,3,0,0,
S01939,C1562,P001,2023-03-13,2023-10-09,7,0,1,Poor regional content
S01940,C1563,P002,2023-03-26,2024-12-15,21,0,1,Found better OTT platform
S01941,C1564,P002,2023-09-22,2024-02-19,5,0,1,No new content added
S01942,C1565,P001,2024-01-01,2024-03-31,3,0,0,
S01943,C1565,P002,2024-04-28,2024-07-27,3,1,1,High subscription price
S01944,C1566,P002,2024-07-05,2024-11-02,4,0,1,Technical issues with app
S01945,C1567,P002,2023-01-13,2024-06-06,17,0,1,Poor customer support
S01946,C1568,P004,2024-03-02,2024-11-27,9,0,1,Poor regional content
S01947,C1568,P001,2024-12-06,2025-01-05,1,1,0,
S01948,C1569,P002,2023-06-22,2024-05-17,11,0,1,Technical issues with app
S01949,C1570,P003,2023-07-28,2024-11-19,16,0,0,
S01950,C1571,P001,2024-01-01,2024-09-27,9,0,1,
S01951,C1572,P002,2023-05-26,2024-01-21,8,0,1,Poor regional content
S01952,C1572,P002,2024-02-07,2024-03-08,1,1,1,Frequent buffering issues
S01953,C1573,P001,2023-02-23,2024-05-18,15,0,0,
S01954,C1573,P001,2024-05-29,2024-06-28,1,1,1,Frequent buffering issues
S01955,C1574,P001,2023-10-12,2023-11-11,1,0,1,Found better OTT platform
S01956,C1575,P004,2024-02-12,2024-07-11,5,0,1,Poor regional content
S01957,C1576,P003,2024-03-12,2024-08-09,5,0,0,
S01958,C1577,P002,2023-10-22,2024-11-15,13,0,0,
S01959,C1578,P001,2024-02-19,2024-04-19,2,0,1,Poor regional content
S01960,C1579,P004,2023-05-14,2023-09-11,4,0,0,
S01961,C1580,P002,2024-05-03,2024-09-30,5,0,0,
S01962,C1581,P002,2023-10-01,2024-06-27,9,0,0,
S01963,C1582,P001,2024-01-25,2024-08-22,7,0,1,Technical issues with app
S01964,C1583,P003,2024-01-24,2024-09-20,8,0,1,High subscription price
S01965,C1584,P004,2023-09-24,2024-02-21,5,0,1,Technical issues with app
S01966,C1585,P002,2024-06-21,2024-11-18,5,0,0,
S01967,C1586,P003,2023-08-27,2023-11-25,3,0,0,
S01968,C1587,P002,2023-06-20,2024-10-12,16,0,0,
S01969,C1587,P004,2024-10-20,2024-12-19,2,1,0,
S01970,C1588,P003,2024-07-27,2024-12-24,5,0,0,
S01971,C1589,P002,2023-01-25,2023-03-26,2,0,0,
S01972,C1589,P001,2023-04-06,2023-10-03,6,1,0,
S01973,C1590,P004,2024-05-15,2024-07-14,2,0,0,
S01974,C1590,P002,2024-07-24,2024-12-21,5,1,1,Found better OTT platform
S01975,C1591,P002,2023-09-10,2023-10-10,1,0,1,Poor customer support
S01976,C1591,P001,2023-10-20,2024-11-13,13,1,0,
S01977,C1592,P002,2023-05-24,2023-08-22,3,0,0,
S01978,C1592,P003,2023-09-07,2024-08-02,11,1,1,Switched to free platform
S01979,C1593,P004,2023-02-05,2023-04-06,2,0,0,
S01980,C1594,P002,2024-04-06,2024-10-03,6,0,1,Found better OTT platform
S01981,C1595,P002,2023-08-01,2023-11-29,4,0,0,
S01982,C1596,P001,2023-02-20,2023-03-22,1,0,1,
S01983,C1597,P004,2023-07-20,2023-10-18,3,0,0,
S01984,C1598,P002,2023-11-07,2024-12-01,13,0,0,
S01985,C1599,P001,2023-06-26,2024-04-21,10,0,0,
S01986,C1599,P003,2024-05-21,2024-10-18,5,1,0,
S01987,C1600,P001,2024-02-17,2024-06-16,4,0,1,Switched to free platform
S01988,C1601,P003,2023-11-20,2024-10-15,11,0,0,
S01989,C1602,P001,2024-09-30,2024-11-29,2,0,0,
S01990,C1603,P002,2024-09-23,2024-10-23,1,0,1,Frequent buffering issues
S01991,C1603,P001,2024-10-29,2024-11-28,1,1,0,
S01992,C1604,P004,2024-07-24,2024-12-21,5,0,0,
S01993,C1605,P002,2024-02-12,2024-03-13,1,0,1,No new content added
S01994,C1606,P004,2023-11-11,2024-10-06,11,0,0,
S01995,C1607,P004,2023-03-23,2023-08-20,5,0,0,
S01996,C1608,P004,2024-08-09,2024-10-08,2,0,0,
S01997,C1609,P004,2023-03-30,2023-11-25,8,0,0,
S01998,C1609,P001,2023-12-21,2024-08-17,8,1,1,Poor regional content
S01999,C1610,P002,2023-04-29,2024-02-23,10,0,1,No new content added
S02000,C1611,P002,2023-04-30,2024-09-21,17,0,0,
S02001,C1612,P002,2023-03-31,2024-06-23,15,0,0,
S02002,C1613,P001,2023-01-24,2023-02-23,1,0,1,Frequent buffering issues
S02003,C1613,P004,2023-03-15,2023-08-12,5,1,0,
S02004,C1614,P004,2024-09-07,2024-10-07,1,0,0,
S02005,C1615,P002,2024-01-19,2024-04-18,3,0,0,
S02006,C1616,P004,2023-11-12,2024-01-11,2,0,1,Switched to free platform
S02007,C1616,P001,2024-01-26,2024-02-25,1,1,1,Switched to free platform
S02008,C1617,P003,2023-12-27,2024-02-25,2,0,1,High subscription price
S02009,C1618,P002,2024-01-03,2024-10-29,10,0,0,
S02010,C1618,P001,2024-11-21,2024-12-21,1,1,1,High subscription price
S02011,C1619,P003,2023-12-04,2024-04-02,4,0,1,High subscription price
S02012,C1619,P002,2024-04-08,2024-09-05,5,1,1,No new content added
S02013,C1620,P002,2023-10-26,2024-10-20,12,0,0,
S02014,C1620,P001,2024-11-06,2024-12-06,1,1,1,Found better OTT platform
S02015,C1621,P002,2023-01-28,2023-07-27,6,0,1,Switched to free platform
S02016,C1622,P001,2023-08-16,2024-07-11,11,0,1,Frequent buffering issues
S02017,C1623,P004,2023-03-04,2023-08-01,5,0,0,
S02018,C1624,P002,2024-04-18,2024-09-15,5,0,0,
S02019,C1625,P002,2023-02-24,2024-08-17,18,0,0,
S02020,C1626,P001,2024-02-01,2024-12-27,11,0,0,
S02021,C1627,P004,2024-03-25,2024-11-20,8,0,0,
S02022,C1628,P003,2024-09-07,2024-11-06,2,0,1,Switched to free platform
S02023,C1629,P003,2023-09-25,2024-01-23,4,0,0,
S02024,C1629,P003,2024-02-03,2024-09-30,8,1,0,
S02025,C1630,P004,2024-09-23,2024-11-22,2,0,0,
S02026,C1630,P001,2024-12-04,2025-01-03,1,1,1,Switched to free platform
S02027,C1631,P002,2024-04-23,2024-09-20,5,0,0,
S02028,C1632,P001,2023-12-30,2024-09-25,9,0,1,Poor regional content
S02029,C1632,P003,2024-10-13,2024-12-12,2,1,0,
S02030,C1633,P001,2024-03-08,2024-05-07,2,0,1,Poor customer support
S02031,C1634,P002,2023-07-16,2024-09-08,14,0,1,Frequent buffering issues
S02032,C1634,P004,2024-09-30,2024-10-30,1,1,1,Frequent buffering issues
S02033,C1635,P002,2024-10-12,2024-11-11,1,0,0,
S02034,C1636,P004,2023-05-07,2023-11-03,6,0,1,Frequent buffering issues
S02035,C1637,P002,2023-01-21,2024-08-13,19,0,0,
S02036,C1638,P002,2023-01-24,2024-07-17,18,0,0,
S02037,C1639,P003,2024-03-24,2024-07-22,4,0,0,
S02038,C1640,P002,2023-08-28,2024-04-24,8,0,1,High subscription price
S02039,C1641,P002,2024-05-18,2024-11-14,6,0,1,Poor regional content
S02040,C1641,P002,2024-12-03,2025-01-02,1,1,0,
S02041,C1642,P003,2024-04-16,2024-09-13,5,0,0,
S02042,C1643,P001,2024-08-16,2024-12-14,4,0,1,High subscription price
S02043,C1644,P001,2024-08-25,2024-12-23,4,0,1,High subscription price
S02044,C1645,P002,2023-07-17,2024-04-12,9,0,0,
S02045,C1646,P002,2024-03-25,2024-11-20,8,0,0,
S02046,C1647,P002,2023-08-23,2024-09-16,13,0,1,No new content added
S02047,C1648,P004,2024-09-15,2024-12-14,3,0,0,
S02048,C1649,P003,2023-06-30,2023-07-30,1,0,0,
S02049,C1650,P001,2023-02-02,2024-12-23,23,0,1,Technical issues with app
S02050,C1651,P003,2023-04-22,2024-08-14,16,0,1,High subscription price
S02051,C1652,P001,2024-08-20,2024-09-19,1,0,0,
S02052,C1653,P002,2024-02-10,2024-10-07,8,0,0,
S02053,C1653,P002,2024-10-12,2024-11-11,1,1,1,Poor regional content
S02054,C1654,P003,2023-06-16,2023-09-14,3,0,0,
S02055,C1655,P001,2023-03-30,2024-02-23,11,0,0,
S02056,C1656,P002,2023-07-13,2024-03-09,8,0,0,
S02057,C1657,P003,2024-02-29,2024-07-28,5,0,0,
S02058,C1657,P001,2024-08-18,2024-12-16,4,1,0,
S02059,C1658,P001,2024-01-17,2024-08-14,7,0,1,Found better OTT platform
S02060,C1659,P003,2023-01-20,2023-12-16,11,0,0,
S02061,C1660,P003,2024-08-22,2024-11-20,3,0,0,
S02062,C1661,P002,2023-06-01,2024-09-23,16,0,0,
S02063,C1662,P003,2023-07-16,2023-12-13,5,0,0,
S02064,C1662,P001,2023-12-22,2024-08-18,8,1,1,Poor regional content
S02065,C1663,P004,2024-01-14,2024-07-12,6,0,0,
S02066,C1664,P001,2023-01-16,2023-11-12,10,0,0,
S02067,C1664,P003,2023-11-26,2024-05-24,6,1,0,
S02068,C1665,P004,2023-10-30,2024-04-27,6,0,0,
S02069,C1666,P001,2023-09-17,2024-07-13,10,0,1,Poor customer support
S02070,C1666,P001,2024-08-09,2024-09-08,1,1,0,
S02071,C1667,P001,2023-09-04,2024-11-27,15,0,0,
S02072,C1667,P002,2024-12-07,2025-01-06,1,1,1,No new content added
S02073,C1668,P001,2024-04-16,2024-07-15,3,0,0,
S02074,C1669,P002,2024-02-05,2024-12-31,11,0,0,
S02075,C1670,P002,2024-05-28,2024-12-24,7,0,0,
S02076,C1671,P002,2023-01-20,2023-09-17,8,0,0,
S02077,C1672,P002,2024-07-17,2024-10-15,3,0,0,
S02078,C1672,P001,2024-11-04,2024-12-04,1,1,1,Switched to free platform
S02079,C1673,P001,2024-07-16,2024-09-14,2,0,1,Poor regional content
S02080,C1674,P001,2023-10-20,2023-12-19,2,0,1,Poor customer support
S02081,C1674,P003,2023-12-25,2024-08-21,8,1,0,
S02082,C1675,P002,2023-08-09,2024-10-02,14,0,1,Frequent buffering issues
S02083,C1675,P004,2024-10-31,2024-11-30,1,1,0,
S02084,C1676,P002,2023-03-10,2023-08-07,5,0,0,
S02085,C1677,P002,2023-08-26,2024-12-18,16,0,0,
S02086,C1678,P001,2024-04-05,2024-09-02,5,0,0,
S02087,C1679,P002,2024-10-02,2024-11-01,1,0,0,
S02088,C1680,P002,2023-03-18,2024-07-10,16,0,0,
S02089,C1681,P003,2023-02-14,2024-02-09,12,0,1,No new content added
S02090,C1681,P001,2024-03-06,2024-09-02,6,1,0,
S02091,C1682,P002,2024-04-12,2024-10-09,6,0,1,Frequent buffering issues
S02092,C1683,P001,2023-01-28,2024-12-18,23,0,0,
S02093,C1684,P001,2024-04-16,2024-11-12,7,0,0,
S02094,C1684,P001,2024-12-08,2025-01-07,1,1,0,
S02095,C1685,P002,2024-02-08,2024-09-05,7,0,1,High subscription price
S02096,C1686,P002,2024-07-31,2024-08-30,1,0,0,
S02097,C1687,P003,2023-11-18,2024-11-12,12,0,0,
S02098,C1688,P001,2024-06-08,2024-12-05,6,0,1,Switched to free platform
S02099,C1688,P001,2024-12-14,2025-01-13,1,1,1,No new content added
S02100,C1689,P003,2024-04-21,2024-09-18,5,0,1,No new content added
S02101,C1690,P004,2024-10-18,2024-12-17,2,0,0,
S02102,C1691,P002,2024-08-12,2024-12-10,4,0,1,Technical issues with app
S02103,C1691,P001,2024-12-18,2025-01-17,1,1,1,High subscription price
S02104,C1692,P003,2024-02-12,2024-03-13,1,0,0,
S02105,C1693,P002,2024-06-15,2024-08-14,2,0,1,No new content added
S02106,C1694,P002,2023-03-04,2023-09-30,7,0,0,
S02107,C1694,P001,2023-10-27,2023-12-26,2,1,1,Frequent buffering issues
S02108,C1695,P004,2024-03-23,2024-05-22,2,0,0,
S02109,C1696,P001,2023-05-18,2024-11-08,18,0,0,
S02110,C1697,P002,2024-08-24,2024-11-22,3,0,0,
S02111,C1698,P001,2023-03-26,2024-03-20,12,0,1,Technical issues with app
S02112,C1699,P004,2023-04-09,2023-11-05,7,0,0,
S02113,C1700,P001,2024-09-26,2024-10-26,1,0,1,Technical issues with app
S02114,C1701,P002,2024-06-11,2024-11-08,5,0,0,
S02115,C1701,P002,2024-12-05,2025-01-04,1,1,0,
S02116,C1702,P002,2024-03-26,2024-07-24,4,0,0,
S02117,C1703,P002,2023-12-25,2024-03-24,3,0,0,
S02118,C1703,P002,2024-03-31,2024-05-30,2,1,0,
S02119,C1704,P003,2024-03-20,2024-09-16,6,0,0,
S02120,C1705,P002,2024-11-04,2024-12-04,1,0,0,
S02121,C1705,P001,2024-12-30,2025-01-29,1,1,0,
S02122,C1706,P001,2024-08-07,2024-11-05,3,0,0,
S02123,C1707,P003,2024-06-20,2024-08-19,2,0,1,Found better OTT platform
S02124,C1707,P001,2024-08-29,2024-11-27,3,1,0,
S02125,C1708,P002,2023-09-04,2024-10-28,14,0,0,
S02126,C1709,P004,2023-05-25,2023-06-24,1,0,1,Poor regional content
S02127,C1710,P002,2024-03-09,2024-10-05,7,0,0,
S02128,C1711,P003,2023-03-30,2024-09-20,18,0,1,Frequent buffering issues
S02129,C1712,P003,2023-12-18,2024-11-12,11,0,0,
S02130,C1712,P004,2024-12-01,2024-12-31,1,1,0,
S02131,C1713,P001,2023-10-23,2024-07-19,9,0,0,
S02132,C1714,P001,2024-10-24,2024-11-23,1,0,1,High subscription price
S02133,C1715,P004,2024-08-01,2024-09-30,2,0,1,No new content added
S02134,C1716,P002,2023-03-30,2023-08-27,5,0,0,
S02135,C1717,P002,2023-04-22,2024-12-12,20,0,1,Technical issues with app
S02136,C1718,P003,2023-11-08,2024-03-07,4,0,1,High subscription price
S02137,C1719,P003,2023-09-15,2024-07-11,10,0,0,
S02138,C1719,P002,2024-08-01,2024-09-30,2,1,1,No new content added
S02139,C1720,P002,2024-10-11,2024-12-10,2,0,0,
S02140,C1721,P003,2024-03-10,2024-05-09,2,0,0,
S02141,C1722,P004,2023-03-07,2024-10-27,20,0,0,
S02142,C1723,P002,2024-03-30,2024-11-25,8,0,0,
S02143,C1724,P001,2023-03-21,2023-04-20,1,0,0,
S02144,C1725,P003,2024-07-16,2024-11-13,4,0,1,Poor customer support
S02145,C1726,P001,2023-01-20,2023-04-20,3,0,1,Switched to free platform
S02146,C1727,P003,2023-04-04,2024-11-24,20,0,1,High subscription price
S02147,C1728,P003,2023-11-29,2024-10-24,11,0,0,
S02148,C1729,P003,2024-10-28,2024-12-27,2,0,1,Found better OTT platform
S02149,C1730,P004,2023-02-21,2023-12-18,10,0,1,No new content added
S02150,C1731,P001,2023-09-20,2024-08-15,11,0,0,
S02151,C1731,P001,2024-08-20,2024-12-18,4,1,0,
S02152,C1732,P002,2024-08-14,2024-10-13,2,0,1,Switched to free platform
S02153,C1732,P001,2024-11-01,2024-12-31,2,1,0,
S02154,C1733,P002,2023-09-23,2024-12-16,15,0,1,Frequent buffering issues
S02155,C1734,P004,2023-11-06,2024-05-04,6,0,0,
S02156,C1735,P001,2024-02-04,2024-08-02,6,0,1,Poor customer support
S02157,C1736,P004,2023-04-03,2023-08-31,5,0,0,
S02158,C1737,P002,2024-02-02,2024-07-01,5,0,1,Poor customer support
S02159,C1738,P004,2024-01-14,2024-11-09,10,0,0,
S02160,C1739,P002,2024-04-25,2024-09-22,5,0,1,Poor customer support
S02161,C1740,P004,2023-06-16,2023-09-14,3,0,0,
S02162,C1741,P002,2023-03-27,2024-06-19,15,0,0,
S02163,C1742,P001,2023-07-27,2024-03-23,8,0,0,
S02164,C1743,P001,2024-07-05,2024-09-03,2,0,1,Found better OTT platform
S02165,C1744,P002,2024-03-21,2024-09-17,6,0,0,
S02166,C1745,P004,2024-01-22,2024-05-21,4,0,0,
S02167,C1746,P001,2023-03-15,2024-11-04,20,0,1,Poor regional content
S02168,C1747,P003,2023-11-13,2024-11-07,12,0,0,
S02169,C1747,P004,2024-11-26,2024-12-26,1,1,0,
S02170,C1748,P001,2023-12-11,2024-01-10,1,0,1,Technical issues with app
S02171,C1749,P001,2024-02-08,2024-09-05,7,0,0,
S02172,C1750,P002,2024-10-07,2024-11-06,1,0,0,
S02173,C1751,P001,2024-03-31,2024-11-26,8,0,1,Found better OTT platform
S02174,C1752,P001,2024-01-27,2024-02-26,1,0,0,
S02175,C1753,P001,2024-01-06,2024-07-04,6,0,1,Found better OTT platform
S02176,C1754,P001,2023-03-26,2024-07-18,16,0,0,
S02177,C1755,P002,2023-09-24,2024-11-17,14,0,1,Frequent buffering issues
S02178,C1755,P002,2024-11-23,2024-12-23,1,1,1,Poor regional content
S02179,C1756,P002,2023-11-17,2024-04-15,5,0,0,
S02180,C1757,P004,2024-07-30,2024-12-27,5,0,1,Found better OTT platform
S02181,C1758,P002,2024-05-31,2024-11-27,6,0,1,No new content added
S02182,C1759,P001,2024-02-28,2024-05-28,3,0,0,
S02183,C1760,P002,2023-07-30,2024-05-25,10,0,0,
S02184,C1761,P001,2023-04-26,2024-08-18,16,0,1,Found better OTT platform
S02185,C1762,P002,2023-05-09,2024-08-31,16,0,1,No new content added
S02186,C1763,P002,2024-06-04,2024-09-02,3,0,1,Found better OTT platform
S02187,C1764,P003,2024-10-28,2024-12-27,2,0,1,
S02188,C1765,P001,2024-08-20,2024-10-19,2,0,1,Poor regional content
S02189,C1765,P003,2024-10-31,2024-11-30,1,1,1,Found better OTT platform
S02190,C1766,P001,2023-06-27,2023-11-24,5,0,0,
S02191,C1767,P003,2024-02-09,2024-06-08,4,0,0,
S02192,C1768,P004,2023-06-27,2024-09-19,15,0,1,Frequent buffering issues
S02193,C1769,P003,2023-03-03,2023-08-30,6,0,1,High subscription price
S02194,C1769,P002,2023-09-04,2023-12-03,3,1,1,Poor regional content
S02195,C1770,P003,2024-05-27,2024-11-23,6,0,1,Switched to free platform
S02196,C1770,P002,2024-12-17,2025-01-16,1,1,1,Frequent buffering issues
S02197,C1771,P002,2023-11-21,2024-08-17,9,0,1,Frequent buffering issues
S02198,C1772,P002,2023-06-14,2023-12-11,6,0,1,Poor customer support
S02199,C1773,P002,2023-12-10,2024-07-07,7,0,0,
S02200,C1774,P001,2024-01-24,2024-11-19,10,0,0,
S02201,C1775,P003,2023-06-14,2023-09-12,3,0,1,Frequent buffering issues
S02202,C1776,P002,2023-05-02,2024-11-22,19,0,0,
S02203,C1776,P002,2024-12-06,2025-01-05,1,1,0,
S02204,C1777,P004,2024-11-05,2024-12-05,1,0,0,
S02205,C1777,P003,2024-12-12,2025-01-11,1,1,1,Poor customer support
S02206,C1778,P001,2024-10-17,2024-11-16,1,0,1,Switched to free platform
S02207,C1779,P002,2023-03-22,2023-09-18,6,0,1,Found better OTT platform
S02208,C1780,P003,2024-03-18,2024-06-16,3,0,0,
S02209,C1781,P001,2023-10-24,2024-10-18,12,0,1,High subscription price
S02210,C1782,P001,2023-04-13,2023-11-09,7,0,0,
S02211,C1783,P001,2024-08-03,2024-12-01,4,0,0,
S02212,C1784,P002,2024-06-03,2024-11-30,6,0,0,
S02213,C1785,P001,2024-10-03,2024-11-02,1,0,1,Switched to free platform
S02214,C1786,P001,2023-03-29,2024-02-22,11,0,1,Poor regional content
S02215,C1787,P001,2024-08-27,2024-09-26,1,0,1,High subscription price
S02216,C1788,P002,2023-05-04,2024-11-24,19,0,0,
S02217,C1789,P003,2023-09-29,2024-10-23,13,0,1,Frequent buffering issues
S02218,C1790,P001,2023-08-22,2024-07-17,11,0,0,
S02219,C1791,P004,2023-09-08,2024-10-02,13,0,0,
S02220,C1792,P003,2023-11-29,2024-07-26,8,0,0,
S02221,C1793,P003,2024-07-22,2024-12-19,5,0,1,Frequent buffering issues
S02222,C1794,P003,2024-11-06,2024-12-06,1,0,1,
S02223,C1795,P003,2023-11-30,2024-09-25,10,0,0,
S02224,C1796,P001,2024-06-16,2024-11-13,5,0,0,
S02225,C1796,P002,2024-12-09,2025-01-08,1,1,0,
S02226,C1797,P002,2024-03-21,2024-09-17,6,0,0,
S02227,C1798,P004,2024-10-15,2024-12-14,2,0,0,
S02228,C1799,P003,2023-11-12,2024-08-08,9,0,0,
S02229,C1800,P003,2023-02-08,2023-07-08,5,0,0,
S02230,C1800,P003,2023-07-26,2024-02-21,7,1,0,
S02231,C1801,P001,2023-07-14,2024-08-07,13,0,0,
S02232,C1802,P001,2023-03-31,2023-06-29,3,0,1,Frequent buffering issues
S02233,C1802,P001,2023-07-18,2024-06-12,11,1,1,Frequent buffering issues
S02234,C1803,P002,2024-01-04,2024-09-30,9,0,0,
