payment_id,customer_id,subscription_id,transaction_id,payment_date,amount_inr,payment_status,payment_method,failed_attempts
PAY008862,C1164,S01449,TXN0008862,2024-08-03,499,Failed,Credit Card,1
PAY008863,C1164,S01449,TXN0008863,2024-09-02,499,Failed,Credit Card,3
PAY008864,C1165,S01450,TXN0008864,2024-09-11,149,Success,Credit Card,0
PAY008865,C1165,S01450,TXN0008865,2024-10-11,149,Pending,Debit Card,0
PAY008866,C1165,S01450,TXN0008866,2024-11-10,149,Failed,Jio Money,2
PAY008867,C1166,S01451,TXN0008867,2024-06-18,499,Failed,Net Banking,2
PAY008868,C1166,S01451,TXN0008868,2024-07-18,499,Failed,UPI,1
PAY008869,C1167,S01452,TXN0008869,2023-07-06,149,Success,Credit Card,0
PAY008870,C1167,S01452,TXN0008870,2023-08-05,149,Failed,UPI,3
PAY008871,C1167,S01452,TXN0008871,2023-09-04,149,Success,Paytm,0
PAY008872,C1167,S01452,TXN0008872,2023-10-04,149,Success,Net Banking,0
PAY008873,C1167,S01452,TXN0008873,2023-11-03,149,Success,UPI,0
PAY008874,C1167,S01452,TXN0008874,2023-12-03,149,Pending,Net Banking,1
PAY008875,C1167,S01452,TXN0008875,2024-01-02,149,Failed,Credit Card,3
PAY008876,C1167,S01452,TXN0008876,01/02/2024,149,Success,Debit Card,0
PAY008877,C1167,S01452,TXN0008877,2024-03-02,149,Success,Paytm,0
PAY008878,C1167,S01452,TXN0008878,2024-04-01,149,Failed,Jio Money,2
PAY008879,C1167,S01452,TXN0008879,2024-05-01,149,Success,UPI,0
PAY008880,C1167,S01452,TXN0008880,2024-05-31,149,Success,Debit Card,0
PAY008881,C1167,S01452,TXN0008881,2024-06-30,149,Success,Jio Money,0
PAY008882,C1167,S01452,TXN0008882,2024-07-30,149,Success,Debit Card,0
PAY008883,C1167,S01452,TXN0008883,2024-08-29,149,Failed,Debit Card,2
PAY008884,C1167,S01452,TXN0008884,2024-09-28,149,Success,UPI,0
PAY008885,C1167,S01452,TXN0008885,2024-10-28,149,Failed,UPI,2
PAY008886,C1168,S01453,TXN0008886,2024-10-16,799,Failed,UPI,3
PAY008887,C1169,S01454,TXN0008887,2023-08-13,499,Failed,Jio Money,1
PAY008888,C1169,S01454,TXN0008888,12/09/2023,499,Failed,Jio Money,1
PAY008889,C1169,S01454,TXN0008889,12/10/2023,499,Success,Net Banking,0
PAY008890,C1170,S01455,TXN0008890,2023-03-28,499,Success,Paytm,0
PAY008891,C1170,S01455,TXN0008891,2023-04-27,499,Failed,Debit Card,2
PAY008892,C1170,S01455,TXN0008892,2023-05-27,499,Success,UPI,0
PAY008893,C1170,S01455,TXN0008893,2023-06-26,499,Success,Credit Card,0
PAY008894,C1170,S01455,TXN0008894,2023-07-26,499,Success,,0
PAY008895,C1170,S01455,TXN0008895,2023-08-25,499,Success,Credit Card,0
PAY008896,C1170,S01455,TXN0008896,2023-09-24,499,Success,Debit Card,0
PAY008897,C1170,S01455,TXN0008897,2023-10-24,499,Failed,Net Banking,1
PAY008898,C1171,S01456,TXN0008898,2023-07-12,149,Success,UPI,0
PAY008899,C1171,S01456,TXN0008899,2023-08-11,149,Success,UPI,0
PAY008900,C1171,S01456,TXN0008900,2023-09-10,149,Success,Net Banking,0
PAY008901,C1171,S01456,TXN0008901,2023-10-10,149,Pending,Debit Card,1
PAY008902,C1171,S01456,TXN0008902,2023-11-09,149,Success,Credit Card,0
PAY008903,C1171,S01456,TXN0008903,2023-12-09,149,Success,Debit Card,0
PAY008904,C1171,S01457,TXN0008904,2024-01-30,499,Failed,Debit Card,3
PAY008905,C1171,S01457,TXN0008905,2024-02-29,499,Success,Net Banking,0
PAY008906,C1171,S01457,TXN0008906,2024-03-30,499,Success,Debit Card,0
PAY008907,C1171,S01457,TXN0008907,29/04/2024,499,Success,Debit Card,0
PAY008908,C1171,S01457,TXN0008908,29/05/2024,499,Success,UPI,0
PAY008909,C1171,S01457,TXN0008909,2024-06-28,499,Success,Jio Money,0
PAY008910,C1171,S01457,TXN0008910,2024-07-28,499,Success,UPI,0
PAY008911,C1171,S01457,TXN0008911,2024-08-27,499,Success,UPI,0
PAY008912,C1171,S01457,TXN0008912,2024-09-26,499,Failed,UPI,2
PAY008913,C1171,S01457,TXN0008913,2024-10-26,499,Pending,Net Banking,1
PAY008914,C1172,S01458,TXN0008914,2024-08-23,299,Success,UPI,0
PAY008915,C1172,S01458,TXN0008915,2024-09-22,299,Success,Debit Card,0
PAY008916,C1172,S01458,TXN0008916,2024-10-22,299,Success,Credit Card,0
PAY008917,C1172,S01458,TXN0008917,2024-11-21,299,Success,Credit Card,0
PAY008918,C1173,S01459,TXN0008918,2024-03-20,299,Success,Debit Card,0
PAY008919,C1173,S01459,TXN0008919,2024-04-19,299,Success,UPI,0
PAY008920,C1173,S01459,TXN0008920,2024-05-19,299,Success,Credit Card,0
PAY008921,C1173,S01459,TXN0008921,2024-06-18,299,Success,Jio Money,0
PAY008922,C1173,S01459,TXN0008922,2024-07-18,299,Success,Net Banking,0
PAY008923,C1173,S01459,TXN0008923,2024-08-17,299,Failed,Net Banking,2
PAY008924,C1173,S01459,TXN0008924,2024-09-16,299,Success,Credit Card,0
PAY008925,C1174,S01460,TXN0008925,2023-04-01,149,Failed,UPI,1
PAY008926,C1174,S01460,TXN0008926,2023-05-01,149,Success,UPI,0
PAY008927,C1174,S01460,TXN0008927,2023-05-31,149,Success,Jio Money,0
PAY008928,C1174,S01460,TXN0008928,2023-06-30,149,Success,Credit Card,0
PAY008929,C1174,S01460,TXN0008929,2023-07-30,149,Success,UPI,0
PAY008930,C1174,S01460,TXN0008930,2023-08-29,149,Success,UPI,0
PAY008931,C1174,S01460,TXN0008931,2023-09-28,149,Success,UPI,0
PAY008932,C1174,S01460,TXN0008932,2023-10-28,149,Success,UPI,0
PAY008933,C1174,S01460,TXN0008933,2023-11-27,149,Success,Credit Card,0
PAY008934,C1174,S01460,TXN0008934,2023-12-27,149,Success,,0
PAY008935,C1174,S01460,TXN0008935,2024-01-26,149,Failed,,2
PAY008936,C1174,S01460,TXN0008936,2024-02-25,149,Success,UPI,0
PAY008937,C1175,S01461,TXN0008937,2023-07-18,799,Success,UPI,0
PAY008938,C1175,S01461,TXN0008938,2023-08-17,799,Success,UPI,0
PAY008939,C1175,S01462,TXN0008939,02/10/2023,799,Success,UPI,0
PAY008940,C1175,S01462,TXN0008940,2023-11-01,799,Success,Debit Card,0
PAY008941,C1175,S01462,TXN0008941,2023-12-01,799,Failed,Credit Card,1
PAY008942,C1175,S01462,TXN0008942,2023-12-31,799,Success,Debit Card,0
PAY008943,C1175,S01462,TXN0008943,2024-01-30,799,Success,Credit Card,0
PAY008944,C1175,S01462,TXN0008944,2024-02-29,799,Pending,UPI,0
PAY008945,C1176,S01463,TXN0008945,2023-02-21,499,Success,Debit Card,0
PAY008946,C1176,S01463,TXN0008946,2023-03-23,499,Success,Paytm,0
PAY008947,C1176,S01463,TXN0008947,2023-04-22,499,Success,UPI,0
PAY008948,C1176,S01463,TXN0008948,2023-05-22,499,Pending,UPI,1
PAY008949,C1176,S01463,TXN0008949,2023-06-21,499,Success,Debit Card,0
PAY008950,C1176,S01463,TXN0008950,2023-07-21,499,Success,UPI,0
PAY008951,C1176,S01463,TXN0008951,2023-08-20,499,Success,Debit Card,0
PAY008952,C1176,S01464,TXN0008952,2023-10-07,299,Success,Paytm,0
PAY008953,C1176,S01464,TXN0008953,2023-11-06,299,Success,Net Banking,0
PAY008954,C1176,S01464,TXN0008954,2023-12-06,299,Success,Jio Money,0
PAY008955,C1176,S01464,TXN0008955,2024-01-05,299,Pending,Credit Card,0
PAY008956,C1176,S01464,TXN0008956,2024-02-04,299,Success,Credit Card,0
PAY008957,C1176,S01464,TXN0008957,2024-03-05,299,Failed,,1
PAY008958,C1176,S01464,TXN0008958,2024-04-04,249,Success,Net Banking,0
PAY008959,C1177,S01465,TXN0008959,2024-05-20,499,Pending,Credit Card,0
PAY008960,C1178,S01466,TXN0008960,2023-09-29,499,Success,UPI,0
PAY008961,C1178,S01466,TXN0008961,29/10/2023,499,Success,UPI,0
PAY008962,C1178,S01466,TXN0008962,2023-11-28,499,Success,Credit Card,0
PAY008963,C1178,S01466,TXN0008963,2023-12-28,449,Failed,Net Banking,3
PAY008964,C1178,S01466,TXN0008964,2024-01-27,499,Failed,Credit Card,2
PAY008965,C1178,S01466,TXN0008965,2024-02-26,499,Success,UPI,0
PAY008966,C1178,S01466,TXN0008966,27/03/2024,499,Pending,Credit Card,0
PAY008967,C1178,S01466,TXN0008967,2024-04-26,499,Success,UPI,0
PAY008968,C1178,S01466,TXN0008968,2024-05-26,499,Success,Jio Money,0
PAY008969,C1178,S01466,TXN0008969,2024-06-25,499,Success,Net Banking,0
PAY008970,C1178,S01466,TXN0008970,2024-07-25,499,Success,Debit Card,0
PAY008971,C1178,S01466,TXN0008971,2024-08-24,499,Success,UPI,0
PAY008972,C1178,S01466,TXN0008972,23/09/2024,499,Failed,Paytm,1
PAY008973,C1178,S01466,TXN0008973,2024-10-23,499,Failed,Net Banking,1
PAY008974,C1179,S01467,TXN0008974,2024-08-12,149,Success,Net Banking,0
PAY008975,C1179,S01467,TXN0008975,2024-09-11,149,Failed,Debit Card,3
PAY008976,C1179,S01467,TXN0008976,2024-10-11,149,Failed,Debit Card,3
PAY008977,C1179,S01467,TXN0008977,10/11/2024,149,Success,UPI,0
PAY008978,C1179,S01468,TXN0008978,2024-12-26,799,Failed,UPI,2
PAY008979,C1180,S01469,TXN0008979,2024-10-11,499,Failed,Credit Card,3
PAY008980,C1180,S01469,TXN0008980,2024-11-10,499,Success,UPI,0
PAY008981,C1180,S01470,TXN0008981,2024-12-19,549,Failed,Debit Card,1
PAY008982,C1181,S01471,TXN0008982,2023-04-03,299,Success,Credit Card,0
PAY008983,C1181,S01471,TXN0008983,2023-05-03,299,Pending,UPI,1
PAY008984,C1181,S01471,TXN0008984,2023-06-02,299,Success,Credit Card,0
PAY008985,C1181,S01471,TXN0008985,2023-07-02,299,Success,UPI,0
PAY008986,C1181,S01471,TXN0008986,2023-08-01,299,Success,Jio Money,0
PAY008987,C1181,S01471,TXN0008987,2023-08-31,299,Failed,Net Banking,1
PAY008988,C1181,S01471,TXN0008988,30/09/2023,299,Failed,Debit Card,2
PAY008989,C1181,S01471,TXN0008989,2023-10-30,299,Success,Credit Card,0
PAY008990,C1181,S01471,TXN0008990,2023-11-29,299,Success,Credit Card,0
PAY008991,C1181,S01471,TXN0008991,2023-12-29,299,Success,UPI,0
PAY008992,C1181,S01471,TXN0008992,2024-01-28,299,Success,UPI,0
PAY008993,C1181,S01471,TXN0008993,2024-02-27,299,Success,Jio Money,0
PAY008994,C1181,S01471,TXN0008994,2024-03-28,299,Success,Credit Card,0
PAY008995,C1181,S01471,TXN0008995,2024-04-27,299,Success,Jio Money,0
PAY008996,C1181,S01471,TXN0008996,2024-05-27,299,Success,Net Banking,0
PAY008997,C1181,S01471,TXN0008997,2024-06-26,299,Success,UPI,0
PAY008998,C1182,S01472,TXN0008998,2024-02-18,149,Success,Net Banking,0
PAY008999,C1182,S01472,TXN0008999,2024-03-19,149,Success,Credit Card,0
PAY009000,C1182,S01472,TXN0009000,2024-04-18,149,Success,Debit Card,0
PAY009001,C1182,S01472,TXN0009001,2024-05-18,149,Success,Debit Card,0
PAY009002,C1183,S01473,TXN0009002,2024-05-25,149,Success,Net Banking,0
PAY009003,C1183,S01473,TXN0009003,2024-06-24,149,Success,Net Banking,0
PAY009004,C1184,S01474,TXN0009004,10/09/2023,799,Success,Jio Money,0
PAY009005,C1184,S01474,TXN0009005,2023-10-10,799,Pending,Credit Card,1
PAY009006,C1184,S01474,TXN0009006,09/11/2023,799,Success,Debit Card,0
PAY009007,C1184,S01474,TXN0009007,2023-12-09,799,Success,Debit Card,0
PAY009008,C1184,S01474,TXN0009008,2024-01-08,799,Success,Credit Card,0
PAY009009,C1184,S01474,TXN0009009,2024-02-07,799,Pending,UPI,0
PAY009010,C1184,S01474,TXN0009010,2024-03-08,799,Success,Debit Card,0
PAY009011,C1184,S01474,TXN0009011,2024-04-07,849,Success,UPI,0
PAY009012,C1185,S01475,TXN0009012,2024-05-17,799,Failed,UPI,2
PAY009013,C1185,S01475,TXN0009013,16/06/2024,799,Pending,UPI,1
PAY009014,C1185,S01475,TXN0009014,2024-07-16,799,Success,Debit Card,0
PAY009015,C1185,S01475,TXN0009015,2024-08-15,799,Success,UPI,0
PAY009016,C1186,S01476,TXN0009016,2023-12-02,149,Success,Paytm,0
PAY009017,C1186,S01476,TXN0009017,2024-01-01,149,Failed,Debit Card,2
PAY009018,C1186,S01476,TXN0009018,2024-01-31,149,Failed,UPI,3
PAY009019,C1186,S01476,TXN0009019,2024-03-01,149,Success,UPI,0
PAY009020,C1186,S01476,TXN0009020,2024-03-31,149,Success,UPI,0
PAY009021,C1186,S01476,TXN0009021,2024-04-30,149,Success,UPI,0
PAY009022,C1186,S01476,TXN0009022,2024-05-30,149,Success,Credit Card,0
PAY009023,C1186,S01476,TXN0009023,2024-06-29,149,Success,UPI,0
PAY009024,C1187,S01477,TXN0009024,2024-01-27,499,Success,Net Banking,0
PAY009025,C1187,S01477,TXN0009025,2024-02-26,499,Success,Credit Card,0
PAY009026,C1187,S01477,TXN0009026,2024-03-27,499,Success,Paytm,0
PAY009027,C1187,S01477,TXN0009027,2024-04-26,499,Success,Net Banking,0
PAY009028,C1187,S01477,TXN0009028,2024-05-26,499,Failed,Jio Money,3
PAY009029,C1187,S01477,TXN0009029,2024-06-25,499,Failed,Debit Card,1
PAY009030,C1187,S01477,TXN0009030,2024-07-25,499,Success,Credit Card,0
PAY009031,C1187,S01477,TXN0009031,2024-08-24,499,Failed,Debit Card,2
PAY009032,C1187,S01477,TXN0009032,2024-09-23,499,Success,UPI,0
PAY009033,C1187,S01477,TXN0009033,2024-10-23,499,Success,Credit Card,0
PAY009034,C1188,S01478,TXN0009034,2023-11-16,299,Success,UPI,0
PAY009035,C1188,S01478,TXN0009035,2023-12-16,299,Success,Jio Money,0
PAY009036,C1188,S01478,TXN0009036,2024-01-15,299,Success,Debit Card,0
PAY009037,C1188,S01478,TXN0009037,2024-02-14,299,Success,,0
PAY009038,C1188,S01478,TXN0009038,2024-03-15,299,Failed,Credit Card,2
PAY009039,C1188,S01478,TXN0009039,2024-04-14,299,Success,Credit Card,0
PAY009040,C1189,S01479,TXN0009040,2024-01-07,499,Success,UPI,0
PAY009041,C1189,S01479,TXN0009041,2024-02-06,499,Success,Net Banking,0
PAY009042,C1189,S01479,TXN0009042,2024-03-07,499,Success,UPI,0
PAY009043,C1190,S01480,TXN0009043,2024-03-22,149,Success,UPI,0
PAY009044,C1190,S01480,TXN0009044,2024-04-21,149,Success,UPI,0
PAY009045,C1190,S01480,TXN0009045,2024-05-21,149,Success,Credit Card,0
PAY009046,C1190,S01480,TXN0009046,2024-06-20,149,Success,UPI,0
PAY009047,C1190,S01480,TXN0009047,2024-07-20,149,Success,UPI,0
PAY009048,C1190,S01480,TXN0009048,2024-08-19,149,Success,Net Banking,0
PAY009049,C1190,S01480,TXN0009049,2024-09-18,149,Failed,Jio Money,2
PAY009050,C1190,S01480,TXN0009050,2024-10-18,149,Success,Net Banking,0
PAY009051,C1191,S01481,TXN0009051,2024-02-01,799,Success,Debit Card,0
PAY009052,C1191,S01481,TXN0009052,02/03/2024,799,Success,Jio Money,0
PAY009053,C1191,S01481,TXN0009053,2024-04-01,799,Success,UPI,0
PAY009054,C1191,S01481,TXN0009054,2024-05-01,799,Success,Paytm,0
PAY009055,C1191,S01481,TXN0009055,2024-05-31,799,Success,Debit Card,0
PAY009056,C1191,S01481,TXN0009056,2024-06-30,799,Success,UPI,0
PAY009057,C1191,S01481,TXN0009057,2024-07-30,799,Success,UPI,0
PAY009058,C1192,S01482,TXN0009058,2024-11-03,499,Failed,UPI,2
PAY009059,C1192,S01483,TXN0009059,2024-12-25,299,Success,Net Banking,0
PAY009060,C1193,S01484,TXN0009060,16/10/2024,799,Failed,UPI,3
PAY009061,C1193,S01485,TXN0009061,2024-12-06,299,Success,Paytm,0
PAY009062,C1194,S01486,TXN0009062,2023-05-08,299,Success,Jio Money,0
PAY009063,C1194,S01486,TXN0009063,2023-06-07,299,Success,UPI,0
PAY009064,C1194,S01486,TXN0009064,07/07/2023,299,Success,UPI,0
PAY009065,C1194,S01486,TXN0009065,2023-08-06,299,Success,UPI,0
PAY009066,C1194,S01486,TXN0009066,2023-09-05,299,Success,Jio Money,0
PAY009067,C1194,S01486,TXN0009067,2023-10-05,299,Failed,UPI,2
PAY009068,C1194,S01486,TXN0009068,2023-11-04,299,Success,Debit Card,0
PAY009069,C1194,S01486,TXN0009069,2023-12-04,299,Success,UPI,0
PAY009070,C1194,S01486,TXN0009070,2024-01-03,299,Success,UPI,0
PAY009071,C1194,S01486,TXN0009071,2024-02-02,299,Success,Net Banking,0
PAY009072,C1194,S01486,TXN0009072,2024-03-03,299,Success,Credit Card,0
PAY009073,C1194,S01486,TXN0009073,2024-04-02,299,Success,Credit Card,0
PAY009074,C1194,S01486,TXN0009074,2024-05-02,299,Success,Credit Card,0
PAY009075,C1194,S01486,TXN0009075,01/06/2024,299,Success,Credit Card,0
PAY009076,C1194,S01486,TXN0009076,2024-07-01,299,Success,Jio Money,0
PAY009077,C1194,S01486,TXN0009077,2024-07-31,299,Success,Debit Card,0
PAY009078,C1194,S01486,TXN0009078,2024-08-30,299,Success,UPI,0
PAY009079,C1195,S01487,TXN0009079,2024-02-20,149,Success,Debit Card,0
PAY009080,C1195,S01487,TXN0009080,2024-03-21,149,Success,Jio Money,0
PAY009081,C1195,S01487,TXN0009081,2024-04-20,149,Success,UPI,0
PAY009082,C1195,S01487,TXN0009082,2024-05-20,149,Success,UPI,0
PAY009083,C1195,S01487,TXN0009083,19/06/2024,149,Failed,UPI,2
PAY009084,C1195,S01487,TXN0009084,2024-07-19,149,Success,Jio Money,0
PAY009085,C1196,S01488,TXN0009085,2024-06-02,799,Success,Net Banking,0
PAY009086,C1196,S01488,TXN0009086,2024-07-02,799,Success,UPI,0
PAY009087,C1196,S01488,TXN0009087,2024-08-01,799,Success,Credit Card,0
PAY009088,C1196,S01488,TXN0009088,2024-08-31,799,Success,Debit Card,0
PAY009089,C1196,S01488,TXN0009089,2024-09-30,799,Failed,UPI,2
PAY009090,C1196,S01488,TXN0009090,2024-10-30,799,Success,Credit Card,0
PAY009091,C1196,S01488,TXN0009091,2024-11-29,799,Success,Net Banking,0
PAY009092,C1197,S01489,TXN0009092,2024-10-03,299,Failed,Net Banking,3
PAY009093,C1198,S01490,TXN0009093,2024-06-14,799,Failed,,3
PAY009094,C1198,S01490,TXN0009094,2024-07-14,799,Success,UPI,0
PAY009095,C1198,S01490,TXN0009095,2024-08-13,799,Success,Jio Money,0
PAY009096,C1198,S01490,TXN0009096,2024-09-12,799,Pending,Debit Card,1
PAY009097,C1198,S01491,TXN0009097,2024-10-22,799,Failed,Jio Money,3
PAY009098,C1199,S01492,TXN0009098,2024-02-23,298,Success,Debit Card,0
PAY009099,C1199,S01492,TXN0009099,2024-03-24,149,Pending,UPI,1
PAY009100,C1199,S01492,TXN0009100,2024-04-23,149,Failed,Debit Card,1
PAY009101,C1199,S01492,TXN0009101,2024-05-23,149,Pending,UPI,0
PAY009102,C1199,S01493,TXN0009102,2024-06-30,149,Success,Credit Card,0
PAY009103,C1200,S01494,TXN0009103,2024-06-26,499,Success,Paytm,0
PAY009104,C1200,S01494,TXN0009104,2024-07-26,499,Success,Debit Card,0
PAY009105,C1200,S01494,TXN0009105,2024-08-25,499,Failed,Credit Card,3
PAY009106,C1200,S01494,TXN0009106,2024-09-24,499,Success,UPI,0
PAY009107,C1201,S01495,TXN0009107,2024-07-24,299,Success,Jio Money,0
PAY009108,C1201,S01495,TXN0009108,2024-08-23,299,Success,Credit Card,0
PAY009109,C1202,S01496,TXN0009109,2023-04-06,299,Failed,Credit Card,3
PAY009110,C1202,S01496,TXN0009110,2023-05-06,299,Success,Net Banking,0
PAY009111,C1202,S01496,TXN0009111,2023-06-05,299,Success,Credit Card,0
PAY009112,C1202,S01496,TXN0009112,2023-07-05,299,Success,UPI,0
PAY009113,C1202,S01496,TXN0009113,2023-08-04,299,Failed,UPI,3
PAY009114,C1202,S01496,TXN0009114,2023-09-03,299,Success,UPI,0
PAY009115,C1202,S01496,TXN0009115,2023-10-03,299,Success,UPI,0
PAY009116,C1202,S01496,TXN0009116,2023-11-02,299,Failed,Credit Card,1
PAY009117,C1202,S01496,TXN0009117,2023-12-02,299,Failed,Debit Card,3
PAY009118,C1202,S01496,TXN0009118,2024-01-01,299,Success,Debit Card,0
PAY009119,C1202,S01496,TXN0009119,2024-01-31,299,Failed,UPI,2
PAY009120,C1202,S01496,TXN0009120,2024-03-01,299,Success,UPI,0
PAY009121,C1202,S01496,TXN0009121,2024-03-31,299,Success,Debit Card,0
PAY009122,C1202,S01496,TXN0009122,2024-04-30,299,Success,UPI,0
PAY009123,C1202,S01496,TXN0009123,2024-05-30,299,Success,UPI,0
PAY009124,C1202,S01496,TXN0009124,2024-06-29,299,Success,Credit Card,0
PAY009125,C1202,S01496,TXN0009125,2024-07-29,299,Success,UPI,0
PAY009126,C1202,S01496,TXN0009126,2024-08-28,299,Success,UPI,0
PAY009127,C1202,S01496,TXN0009127,2024-09-27,299,Success,Debit Card,0
PAY009128,C1202,S01496,TXN0009128,2024-10-27,299,Success,UPI,0
PAY009129,C1203,S01497,TXN0009129,2024-03-27,149,Success,UPI,0
PAY009130,C1203,S01497,TXN0009130,2024-04-26,149,Success,UPI,0
PAY009131,C1203,S01497,TXN0009131,2024-05-26,149,Success,UPI,0
PAY009132,C1203,S01497,TXN0009132,2024-06-25,149,Success,Credit Card,0
PAY009133,C1203,S01497,TXN0009133,2024-07-25,149,Success,Credit Card,0
PAY009134,C1203,S01497,TXN0009134,2024-08-24,149,Success,Net Banking,0
PAY009135,C1203,S01497,TXN0009135,2024-09-23,149,Success,Credit Card,0
PAY009136,C1203,S01497,TXN0009136,2024-10-23,149,Success,Net Banking,0
PAY009137,C1203,S01497,TXN0009137,2024-11-22,149,Failed,Jio Money,1
PAY009138,C1204,S01498,TXN0009138,2024-11-04,499,Success,UPI,0
PAY009139,C1204,S01499,TXN0009139,2024-12-14,499,Success,UPI,0
PAY009140,C1205,S01500,TXN0009140,2024-10-13,499,Success,UPI,0
PAY009141,C1205,S01500,TXN0009141,2024-11-12,499,Failed,Credit Card,2
PAY009142,C1206,S01501,TXN0009142,2023-09-10,299,Success,Debit Card,0
PAY009143,C1206,S01501,TXN0009143,2023-10-10,299,Success,UPI,0
PAY009144,C1206,S01501,TXN0009144,2023-11-09,299,Success,Jio Money,0
PAY009145,C1206,S01501,TXN0009145,2023-12-09,299,Success,Credit Card,0
PAY009146,C1206,S01501,TXN0009146,2024-01-08,299,Success,Credit Card,0
PAY009147,C1207,S01502,TXN0009147,2024-03-02,299,Success,Debit Card,0
PAY009148,C1207,S01502,TXN0009148,2024-04-01,299,Success,Credit Card,0
PAY009149,C1207,S01502,TXN0009149,2024-05-01,299,Success,UPI,0
PAY009150,C1207,S01502,TXN0009150,2024-05-31,299,Success,UPI,0
PAY009151,C1207,S01502,TXN0009151,2024-06-30,299,Success,Jio Money,0
PAY009152,C1207,S01503,TXN0009152,2024-08-29,799,Success,Net Banking,0
PAY009153,C1207,S01503,TXN0009153,2024-09-28,799,Success,Debit Card,0
PAY009154,C1208,S01504,TXN0009154,2024-03-04,799,Failed,UPI,2
PAY009155,C1208,S01504,TXN0009155,2024-04-03,799,Pending,Credit Card,0
PAY009156,C1208,S01504,TXN0009156,2024-05-03,799,Success,UPI,0
PAY009157,C1208,S01504,TXN0009157,2024-06-02,799,Success,Jio Money,0
PAY009158,C1208,S01504,TXN0009158,2024-07-02,799,Success,Jio Money,0
PAY009159,C1208,S01504,TXN0009159,2024-08-01,799,Success,Jio Money,0
PAY009160,C1208,S01504,TXN0009160,2024-08-31,799,Success,UPI,0
PAY009161,C1208,S01504,TXN0009161,2024-09-30,799,Pending,Paytm,0
PAY009162,C1208,S01504,TXN0009162,2024-10-30,799,Success,Credit Card,0
PAY009163,C1208,S01504,TXN0009163,2024-11-29,799,Success,Paytm,0
PAY009164,C1209,S01505,TXN0009164,2023-06-10,299,Success,Credit Card,0
PAY009165,C1209,S01505,TXN0009165,2023-07-10,299,Success,Credit Card,0
PAY009166,C1209,S01505,TXN0009166,2023-08-09,299,Success,Debit Card,0
PAY009167,C1209,S01505,TXN0009167,2023-09-08,299,Failed,Debit Card,2
PAY009168,C1209,S01505,TXN0009168,2023-10-08,299,Success,Debit Card,0
PAY009169,C1209,S01505,TXN0009169,2023-11-07,299,Success,Debit Card,0
PAY009170,C1209,S01505,TXN0009170,2023-12-07,299,Success,UPI,0
PAY009171,C1209,S01505,TXN0009171,2024-01-06,299,Failed,Credit Card,1
PAY009172,C1209,S01506,TXN0009172,2024-02-18,149,Success,Credit Card,0
PAY009173,C1209,S01506,TXN0009173,2024-03-19,149,Failed,UPI,3
PAY009174,C1209,S01506,TXN0009174,18/04/2024,149,Success,UPI,0
PAY009175,C1210,S01507,TXN0009175,2024-08-24,149,Success,Credit Card,0
PAY009176,C1211,S01508,TXN0009176,2024-09-27,149,Success,Credit Card,0
PAY009177,C1211,S01508,TXN0009177,2024-10-27,149,Success,Credit Card,0
PAY009178,C1211,S01508,TXN0009178,2024-11-26,149,Pending,Debit Card,1
PAY009179,C1212,S01509,TXN0009179,2023-03-24,149,Success,UPI,0
PAY009180,C1212,S01509,TXN0009180,23/04/2023,149,Success,UPI,0
PAY009181,C1212,S01509,TXN0009181,2023-05-23,149,Success,UPI,0
PAY009182,C1212,S01509,TXN0009182,2023-06-22,149,Failed,UPI,3
PAY009183,C1212,S01509,TXN0009183,2023-07-22,149,Failed,Credit Card,2
PAY009184,C1213,S01510,TXN0009184,2023-09-03,149,Success,Debit Card,0
PAY009185,C1213,S01510,TXN0009185,2023-10-03,149,Success,Credit Card,0
PAY009186,C1214,S01511,TXN0009186,2023-08-15,299,Success,Credit Card,0
PAY009187,C1215,S01512,TXN0009187,2023-02-13,149,Success,Credit Card,0
PAY009188,C1215,S01512,TXN0009188,2023-03-15,149,Success,Net Banking,0
PAY009189,C1215,S01512,TXN0009189,2023-04-14,149,Success,UPI,0
PAY009190,C1215,S01512,TXN0009190,2023-05-14,149,Failed,Credit Card,2
PAY009191,C1215,S01512,TXN0009191,2023-06-13,149,Success,UPI,0
PAY009192,C1215,S01512,TXN0009192,2023-07-13,149,Success,Paytm,0
PAY009193,C1215,S01512,TXN0009193,2023-08-12,149,Success,UPI,0
PAY009194,C1215,S01512,TXN0009194,2023-09-11,149,Pending,Debit Card,0
PAY009195,C1215,S01512,TXN0009195,2023-10-11,149,Failed,Paytm,3
PAY009196,C1215,S01512,TXN0009196,2023-11-10,149,Success,,0
PAY009197,C1215,S01512,TXN0009197,2023-12-10,149,Success,Debit Card,0
PAY009198,C1215,S01512,TXN0009198,2024-01-09,149,Success,Credit Card,0
PAY009199,C1215,S01512,TXN0009199,2024-02-08,149,Success,UPI,0
PAY009200,C1215,S01512,TXN0009200,2024-03-09,149,Pending,Net Banking,0
PAY009201,C1215,S01512,TXN0009201,2024-04-08,149,Success,Debit Card,0
PAY009202,C1215,S01512,TXN0009202,2024-05-08,149,Success,UPI,0
PAY009203,C1215,S01512,TXN0009203,2024-06-07,149,Success,Jio Money,0
PAY009204,C1215,S01512,TXN0009204,2024-07-07,149,Success,Credit Card,0
PAY009205,C1215,S01512,TXN0009205,2024-08-06,149,Success,UPI,0
PAY009206,C1215,S01512,TXN0009206,2024-09-05,149,Failed,UPI,2
